"Datasets","Samples","Group","ExpressedGenes","ShannonDiversity"
"IBD.PRJNA398089_MG","SRR5935868","Healthy",142,4.25223053119951
"IBD.PRJNA398089_MG","SRR5947061","Healthy",256,4.59928013811517
"IBD.PRJNA398089_MG","SRR5936021","Healthy",137,3.72680350541946
"IBD.PRJNA398089_MG","SRR5935801","Healthy",188,4.18919820258278
"IBD.PRJNA398089_MG","SRR5935818","Healthy",194,4.19243158215841
"IBD.PRJNA398089_MG","SRR5935747","Healthy",158,4.04768323145896
"IBD.PRJNA398089_MG","SRR5946975","UC",328,4.43149696430162
"IBD.PRJNA398089_MG","SRR5946838","UC",250,4.59211839622838
"IBD.PRJNA398089_MG","SRR5946690","UC",243,4.26968985576998
"IBD.PRJNA398089_MG","SRR5946802","UC",255,4.26993263082682
"IBD.PRJNA398089_MG","SRR5946687","UC",286,4.5323385023405
"IBD.PRJNA398089_MG","SRR5950570","UC",284,3.96486383346462
"IBD.PRJNA398089_MG","SRR5946763","UC",251,4.04455404634229
"IBD.PRJNA398089_MG","SRR5946765","UC",311,3.99240342798643
"IBD.PRJNA398089_MG","SRR5946635","UC",339,4.88186462969502
"IBD.PRJNA398089_MG","SRR5950712","UC",291,4.05211673675579
"IBD.PRJNA398089_MG","SRR5946633","UC",288,4.54457429441232
"IBD.PRJNA398089_MG","SRR5950495","UC",232,4.12907158706006
"IBD.PRJNA398089_MG","SRR5950542","UC",199,4.1343808960963
"IBD.PRJNA398089_MG","SRR5947062","UC",218,3.98826688467403
"IBD.PRJNA398089_MG","SRR5946804","UC",252,4.23486348308929
"IBD.PRJNA398089_MG","SRR5946986","UC",261,4.35871728830159
"IBD.PRJNA398089_MG","SRR5947065","UC",262,4.23683127699215
"IBD.PRJNA398089_MG","SRR5946743","UC",259,4.63272652035127
"IBD.PRJNA398089_MG","SRR5946835","UC",269,4.80080697163306
"IBD.PRJNA398089_MG","SRR5950554","UC",253,4.75122288877629
"IBD.PRJNA398089_MG","SRR5946890","UC",281,4.79532931003533
"IBD.PRJNA398089_MG","SRR5950707","UC",310,4.73023713513163
"IBD.PRJNA398089_MG","SRR5950709","UC",232,4.44252289285012
"IBD.PRJNA398089_MG","SRR5946710","UC",258,4.73005652451163
"IBD.PRJNA398089_MG","SRR5946810","UC",278,4.6317238367023
"IBD.PRJNA398089_MG","SRR5946904","UC",240,4.5340442482192
"IBD.PRJNA398089_MG","SRR5950663","UC",242,4.76255653147441
"IBD.PRJNA398089_MG","SRR5946953","UC",278,4.91300112525948
"IBD.PRJNA398089_MG","SRR5946724","UC",262,4.89079486606677
"IBD.PRJNA398089_MT","SRR5949302","UC",126,0.655778611015649
"IBD.PRJNA398089_MT","SRR5949109","UC",149,1.16138313808291
"IBD.PRJNA398089_MT","SRR5949155","UC",122,0.626468436802845
"IBD.PRJNA398089_MT","SRR5949279","UC",103,1.30766397163382
"IBD.PRJNA398089_MT","SRR5949406","UC",164,1.95476654302543
"IBD.PRJNA398089_MT","SRR5949598","UC",154,0.578268883018226
"IBD.PRJNA398089_MT","SRR5949313","UC",57,0.169490069180736
"IBD.PRJNA398089_MT","SRR5949176","UC",116,0.783487352066208
"IBD.PRJNA398089_MT","SRR5949391","UC",127,0.695730871660295
"IBD.PRJNA398089_MT","SRR5949483","UC",126,0.65195173627159
"IBD.PRJNA398089_MT","SRR5949239","UC",192,2.19710375352957
"IBD.PRJNA398089_MT","SRR5949110","UC",77,0.703261544200105
"IBD.PRJNA398089_MT","SRR5949191","UC",73,0.235054499964136
"IBD.PRJNA398089_MT","SRR5949184","UC",96,0.21704296855303
"IBD.PRJNA398089_MT","SRR5949348","UC",135,0.413513816921123
"IBD.PRJNA398089_MT","SRR5949137","UC",103,0.289443914357139
"IBD.PRJNA398089_MT","SRR5949471","UC",143,0.79109245276244
"IBD.PRJNA398089_MT","SRR5949377","UC",133,0.45901866104466
"IBD.PRJNA398089_MT","SRR5949485","UC",94,0.322819149961433
"IBD.PRJNA398089_MT","SRR5949397","UC",83,0.798782412666528
"IBD.PRJNA398089_MT","SRR5949167","UC",150,0.979195827651081
"IBD.PRJNA398089_MT","SRR5949536","UC",75,0.0899542681026096
"IBD.PRJNA398089_MT","SRR5949491","UC",69,0.263254460900067
"IBD.PRJNA398089_MT","SRR5949468","UC",75,0.517536905819092
"IBD.PRJNA398089_MT","SRR5949476","UC",70,0.516701664313533
"IBD.PRJNA398089_MT","SRR5949484","UC",104,0.504014270699178
"IBD.PRJNA398089_MT","SRR5949158","UC",167,1.34713839484801
"IBD.PRJNA398089_MT","SRR5949210","UC",170,2.08529849770251
"IBD.PRJNA398089_MT","SRR5949194","UC",70,3.23380363957284
"IBD.PRJNA398089_MT","SRR5949367","UC",3,0.721463686692511
"IBD.PRJNA398089_MT","SRR5949524","UC",153,2.04529504625366
"IBD.PRJNA398089_MT","SRR5949163","UC",4,1.35178399428965
"IBD.PRJNA398089_MT","SRR5949264","UC",145,1.81559202209018
"IBD.PRJNA398089_MT","SRR5949437","UC",69,1.17918658060357
"IBD.PRJNA398089_MT","SRR5949571","UC",43,1.43831602837999
"IBD.PRJNA398089_MT","SRR5949601","UC",130,2.84462361906141
"IBD.PRJNA398089_MT","SRR5949327","UC",146,1.1181438594802
"IBD.PRJNA398089_MT","SRR5949534","UC",117,0.416370279992811
"IBD.PRJNA398089_MT","SRR5949349","UC",73,0.385613238660761
"IBD.PRJNA398089_MT","SRR5949143","UC",49,0.371282803383184
"IBD.PRJNA398089_MT","SRR5949297","UC",80,0.22217642736923
"IBD.PRJNA398089_MT","SRR5949128","UC",67,0.44920043692704
"IBD.PRJNA398089_MT","SRR5949153","UC",79,0.407171018454399
"IBD.PRJNA398089_MT","SRR5949268","UC",108,0.656164114254089
"IBD.PRJNA398089_MT","SRR5949410","UC",94,0.402362667664456
"IBD.PRJNA398089_MT","SRR5949507","UC",82,0.306051936557309
"IBD.PRJNA398089_MT","SRR5949434","UC",88,0.238623473896218
"IBD.PRJNA398089_MT","SRR5949309","UC",53,0.956438127353317
"IBD.PRJNA398089_MT","SRR5949174","UC",61,0.578820370277122
"IBD.PRJNA398089_MT","SRR5949393","UC",107,0.569203890928988
"IBD.PRJNA398089_MT","SRR5949414","UC",63,0.411612714289768
"IBD.PRJNA398089_MT","SRR5949423","UC",127,0.498998454902185
"IBD.PRJNA398089_MT","SRR5949135","Healthy",218,1.97530081520974
"IBD.PRJNA398089_MT","SRR5949212","Healthy",159,0.794985254741346
"IBD.PRJNA398089_MT","SRR5949560","Healthy",210,1.65279460934577
"IBD.PRJNA398089_MT","SRR5950449","Healthy",156,1.64040615152704
"IBD.PRJNA398089_MT","SRR5949549","Healthy",135,0.841016212379763
"IBD.PRJNA398089_MT","SRR5949189","Healthy",192,1.08350661426001
"IBD.PRJNA398089_MT","SRR5949546","Healthy",190,1.27213462837142
"IBD.PRJNA398089_MT","SRR5950278","UC",155,1.21994704261434
"IBD.PRJNA398089_MT","SRR5949463","UC",133,0.658658908595927
"IBD.PRJNA398089_MT","SRR5950332","UC",163,1.73829904945972
"IBD.PRJNA398089_MT","SRR5950460","UC",201,1.88759049523258
"IBD.PRJNA398089_MT","SRR5949267","UC",184,2.87628383491847
"IBD.PRJNA398089_MT","SRR5949148","UC",131,1.8251665158877
"IBD.PRJNA398089_MT","SRR5949435","UC",113,0.78572399890661
"IBD.PRJNA398089_MT","SRR5950377","UC",133,1.15745785812228
"IBD.PRJNA398089_MT","SRR5950258","UC",143,1.0149432207583
"IBD.PRJNA398089_MT","SRR5950355","UC",103,1.17064582973785
"IBD.PRJNA398089_MT","SRR5950292","UC",88,0.599845609118909
"IBD.PRJNA398089_MT","SRR5950400","UC",159,0.729967945068295
"IBD.PRJNA398089_MT","SRR5950296","UC",144,1.41942989325596
"IBD.PRJNA398089_MT","SRR5950469","UC",124,0.567795624571719
"IBD.PRJNA398089_MT","SRR5949262","UC",100,0.351917356827904
"IBD.PRJNA398089_MT","SRR5949150","UC",105,0.283442135867039
"IBD.PRJNA398089_MT","SRR5949375","UC",121,0.282580005879754
"IBD.PRJNA398089_MT","SRR5949420","Healthy",106,0.954006745531166
"IBD.PRJNA398089_MT","SRR5949353","Healthy",95,0.844225449581483
"IBD.PRJNA398089_MT","SRR5949156","Healthy",112,0.621080154785445
"IBD.PRJNA398089_MT","SRR5949373","Healthy",86,0.274029025541839
"IBD.PRJNA398089_MT","SRR5949409","Healthy",89,0.45103743259525
"IBD.PRJNA398089_MT","SRR5949240","Healthy",59,0.284942957467311
"IBD.PRJNA398089_MT","SRR5949187","Healthy",54,0.209410302474333
"IBD.PRJNA398089_MT","SRR5949260","Healthy",94,1.53723123765878
"IBD.PRJNA398089_MT","SRR5949408","Healthy",102,1.39052020524014
"IBD.PRJNA398089_MT","SRR5949169","UC",200,1.95597498605913
"IBD.PRJNA398089_MT","SRR5949454","UC",170,1.61836951123871
"IBD.PRJNA398089_MT","SRR5949581","UC",197,2.22044587887444
"IBD.PRJNA398089_MT","SRR5949368","UC",172,0.734353345586035
"IBD.PRJNA398089_MT","SRR5949590","UC",161,0.902990550374336
"IBD.PRJNA398089_MT","SRR5949145","Healthy",157,1.02341262457182
"IBD.PRJNA398089_MT","SRR5949448","Healthy",197,0.698041640970604
"IBD.PRJNA398089_MT","SRR5949521","Healthy",172,1.04334877499342
"IBD.PRJNA398089_MT","SRR5949498","Healthy",143,1.10374292515064
"IBD.PRJNA398089_MT","SRR5949603","Healthy",143,0.837577730860435
"IBD.PRJNA398089_MT","SRR5949478","Healthy",133,0.617137016589337
"IBD.PRJNA398089_MT","SRR5949451","Healthy",151,1.52515482217244
"IBD.PRJNA398089_MT","SRR5949345","Healthy",115,1.36316050691901
"IBD.PRJNA398089_MT","SRR5949244","Healthy",173,1.50860898608653
"IBD.PRJNA398089_MT","SRR5949418","Healthy",98,1.44661329006545
"IBD.PRJNA398089_MT","SRR5949199","Healthy",82,0.770202010364084
"IBD.PRJNA398089_MT","SRR5949452","Healthy",83,1.25279702457311
"IBD.PRJNA398089_MT","SRR5949213","Healthy",68,0.530481096544843
"IBD.PRJNA398089_MT","SRR5949270","Healthy",61,0.086262954983019
"IBD.PRJNA398089_MT","SRR5949428","Healthy",117,0.879745710857826
"IBD.PRJNA398089_MT","SRR5949172","Healthy",106,0.312813137858463
"IBD.PRJNA398089_MT","SRR5949307","Healthy",111,0.763333101884235
"IBD.PRJNA398089_MT","SRR5949543","UC",209,1.61025879556748
"IBD.PRJNA398089_MT","SRR5949347","UC",268,1.53862233813569
"IBD.PRJNA398089_MT","SRR5949139","UC",223,1.26616493590528
"IBD.PRJNA398089_MT","SRR5949247","UC",122,0.521284468089129
"IBD.PRJNA398089_MT","SRR5949522","UC",4,0.518700438574282
"IBD.PRJNA398089_MT","SRR5949529","UC",221,0.974318183843214
"IBD.PRJNA398089_MT","SRR5949317","UC",170,0.611523999633875
"IBD.PRJNA398089_MT","SRR5949501","UC",183,0.712357658341746
"IBD.PRJNA398089_MT","SRR5949556","UC",169,0.37684089285392
"IBD.PRJNA398089_MT","SRR5949587","UC",159,0.825503063592033
"IBD.PRJNA398089_MT","SRR5949588","UC",173,0.475715167615311
"IBD.PRJNA398089_MT","SRR5949312","UC",133,0.359045678431054
"IBD.PRJNA398089_MT","SRR5949475","UC",61,2.82851028092965
"IBD.PRJNA398089_MT","SRR5949365","Healthy",158,0.787752760710699
"IBD.PRJNA398089_MT","SRR5949306","Healthy",232,1.94551180401361
"IBD.PRJNA398089_MT","SRR5949168","Healthy",145,1.02097028583156
"IBD.PRJNA398089_MT","SRR5949419","Healthy",223,1.07823929281961
"IBD.PRJNA398089_MT","SRR5949183","Healthy",160,1.10419464642785
"IBD.PRJNA398089_MT","SRR5949249","Healthy",199,0.362293870150336
"IBD.PRJNA398089_MT","SRR5949508","Healthy",161,0.941184327160066
"IBD.PRJNA398089_MT","SRR5950378","Healthy",163,1.05848514678556
"IBD.PRJNA398089_MT","SRR5949482","Healthy",192,0.776831102208306
"IBD.PRJNA398089_MT","SRR5949161","Healthy",177,1.24382952912055
"IBD.PRJNA398089_MT","SRR5949415","Healthy",217,2.38934070420163
"IBD.PRJNA398089_MT","SRR5949193","Healthy",183,2.20233782341364
"IBD.PRJNA398089_MT","SRR5949142","Healthy",174,1.50218113898226
"IBD.PRJNA398089_MT","SRR5949225","Healthy",69,1.00544630827906
"IBD.PRJNA398089_MT","SRR5949585","Healthy",63,0.97357412282648
"IBD.PRJNA398089_MT","SRR5949462","Healthy",69,0.711172001502018
"IBD.PRJNA398089_MT","SRR5950450","Healthy",88,0.69118535575127
"IBD.PRJNA398089_MT","SRR5949166","Healthy",98,0.590006897653056
"IBD.PRJNA398089_MT","SRR5949111","Healthy",96,0.564196785176011
"IBD.PRJNA398089_MT","SRR5949539","Healthy",108,0.650683802405752
"IBD.PRJNA398089_MT","SRR5949576","UC",161,1.3941349863617
"IBD.PRJNA398089_MT","SRR5949431","UC",126,0.793309282060931
"IBD.PRJNA398089_MT","SRR5950247","UC",158,1.45196875031344
"IBD.PRJNA398089_MT","SRR5949263","UC",171,0.746730329032594
"IBD.PRJNA398089_MT","SRR5949582","UC",147,1.41467612694112
"IBD.PRJNA398089_MT","SRR5949461","UC",104,0.944718941912746
"IBD.PRJNA398089_MT","SRR5950338","UC",100,1.28545502238751
"IBD.PRJNA398089_MT","SRR5950414","UC",160,1.39806457224545
"IBD.PRJNA398089_MT","SRR5950328","UC",124,1.44627561424537
"IBD.PRJNA398089_MT","SRR5950408","UC",199,2.10886011626749
"IBD.PRJNA398089_MT","SRR5950465","UC",138,1.32148689289246
"IBD.PRJNA398089_MT","SRR5950440","UC",146,1.94275753445649
"IBD.PRJNA398089_MT","SRR5950284","UC",92,1.04648782473378
"IBD.PRJNA398089_MT","SRR5949256","UC",145,2.22573755345707
"IBD.PRJNA398089_MT","SRR5949516","UC",117,2.08785797403322
"IBD.PRJNA398089_MT","SRR5949573","UC",110,2.97108965719911
"IBD.PRJNA398089_MT","SRR5949221","UC",134,2.35126013098873
"IBD.PRJNA398089_MT","SRR5949125","UC",45,0.197522302711264
"IBD.PRJNA398089_MT","SRR5949356","UC",113,2.42971760424107
"IBD.PRJNA398089_MT","SRR5949561","UC",149,1.19699738025622
"IBD.PRJNA398089_MT","SRR5949555","UC",119,3.06905175710498
"IBD.PRJNA398089_MT","SRR5950413","UC",221,1.30584432825357
"IBD.PRJNA398089_MT","SRR5950354","UC",135,1.23420499507142
"IBD.PRJNA398089_MT","SRR5950286","UC",213,1.0835512065702
"IBD.PRJNA398089_MT","SRR5949243","UC",177,0.713172904088104
"IBD.PRJNA398089_MT","SRR5950433","UC",150,0.882307208875665
"IBD.PRJNA398089_MT","SRR5950401","UC",134,1.16265038342256
"IBD.PRJNA398089_MT","SRR5950269","UC",192,1.51195466253256
"IBD.PRJNA398089_MT","SRR5950306","UC",207,2.4087987373741
"IBD.PRJNA398089_MT","SRR5950287","UC",150,1.19737299161499
"IBD.PRJNA398089_MT","SRR5950393","UC",189,3.11077978133286
"IBD.PRJNA398089_MT","SRR5950285","UC",178,1.51801221035952
"IBD.PRJNA398089_MT","SRR5950277","UC",140,0.525740932515319
"IBD.PRJNA398089_MT","SRR5950293","UC",171,0.853511222063724
"IBD.PRJNA398089_MT","SRR5950356","UC",167,0.926674755304562
"IBD.PRJNA398089_MT","SRR5950268","UC",157,0.768302180395872
"IBD.PRJNA398089_MT","SRR5950267","UC",104,0.415670409097761
"IBD.PRJNA398089_MT","SRR5950320","UC",163,0.643157750473841
"IBD.PRJNA398089_MT","SRR5950382","UC",171,2.18151230704242
"IBD.PRJNA398089_MT","SRR5950359","Healthy",194,3.18162355964142
"IBD.PRJNA398089_MT","SRR5950322","Healthy",216,1.85741361753774
"IBD.PRJNA398089_MT","SRR5950314","Healthy",135,1.14712352373363
"IBD.PRJNA398089_MT","SRR5950302","Healthy",154,2.55629582522741
"IBD.PRJNA398089_MT","SRR5950326","Healthy",195,2.49017126354084
"IBD.PRJNA398089_MT","SRR5950369","Healthy",168,3.15131305925798
"IBD.PRJNA398089_MT","SRR5950444","Healthy",156,2.69112975513142
"IBD.PRJNA398089_MT","SRR5949547","UC",7,1.38572332188487
"IBD.PRJNA398089_MT","SRR5949467","UC",135,0.98929247341064
"IBD.PRJNA398089_MT","SRR5949162","Healthy",199,1.74970723320385
"IBD.PRJNA398089_MT","SRR5949190","Healthy",202,2.27063558064186
"IBD.PRJNA398089_MT","SRR5949257","Healthy",166,1.9044708219099
"IBD.PRJNA398089_MT","SRR5949579","Healthy",212,2.60795393889218
"IBD.PRJNA398089_MT","SRR5949118","Healthy",212,1.40852790145577
"IBD.PRJNA398089_MT","SRR5949281","Healthy",181,1.2271684803925
"IBD.PRJNA398089_MT","SRR5949329","Healthy",195,1.92932229801524
"IBD.PRJNA398089_MT","SRR5949596","Healthy",119,2.39653299163647
"IBD.PRJNA398089_MT","SRR5949481","Healthy",260,2.57954065939113
"IBD.PRJNA398089_MT","SRR5949492","Healthy",116,1.03829886113331
"IBD.PRJNA398089_MT","SRR5949443","Healthy",145,2.26531866631221
"IBD.PRJNA398089_MT","SRR5949360","Healthy",180,1.93393786177634
"IBD.PRJNA398089_MT","SRR5949427","Healthy",76,1.44729536917118
"IBD.PRJNA398089_MT","SRR5949286","Healthy",148,0.728014398027203
"IBD.PRJNA398089_MT","SRR5949500","Healthy",113,0.83515978445998
"IBD.PRJNA398089_MT","SRR5949594","Healthy",89,1.77769681900729
"IBD.PRJNA398089_MT","SRR5949241","Healthy",53,1.52863159043862
"IBD.PRJNA398089_MT","SRR5949606","Healthy",118,1.33856088995014
"IBD.PRJNA398089_MT","SRR5949237","Healthy",215,1.72464177907142
"IBD.PRJNA398089_MT","SRR5949195","Healthy",148,1.72775996501698
"IBD.PRJNA398089_MT","SRR5949144","Healthy",175,2.17246618380961
"IBD.PRJNA398089_MT","SRR5949566","Healthy",111,1.56542275989104
"IBD.PRJNA398089_MT","SRR5949575","Healthy",157,1.74160500737511
"IBD.PRJNA398089_MT","SRR5949278","Healthy",181,1.38213715365636
"IBD.PRJNA398089_MT","SRR5949430","Healthy",201,1.32990557782603
"IBD.PRJNA398089_MT","SRR5963946","Healthy",158,1.5911753447772
"IBD.PRJNA398089_MT","SRR5949339","Healthy",212,1.81942579434759
"IBD.PRJNA398089_MT","SRR5949274","Healthy",202,2.18933101643824
"IBD.PRJNA398089_MT","SRR5949308","Healthy",163,1.69060051716652
"IBD.PRJNA398089_MT","SRR5949333","Healthy",153,1.61871200902163
"IBD.PRJNA398089_MT","SRR5949246","Healthy",162,1.89100451653887
"IBD.PRJNA398089_MT","SRR5950394","Healthy",162,1.46865561512983
"IBD.PRJNA398089_MT","SRR5963948","Healthy",183,1.76405548959568
"IBD.PRJNA398089_MT","SRR5949180","Healthy",147,1.71969548079559
"IBD.PRJNA398089_MT","SRR5949331","Healthy",169,1.61852800980211
"IBD.PRJNA398089_MT","SRR5949559","Healthy",254,1.455556355949
"IBD.PRJNA398089_MT","SRR5963947","Healthy",213,1.31031741656657
"IBD.PRJNA398089_MT","SRR5963945","Healthy",227,2.2933867613288
"IBD.PRJNA398089_MT","SRR5949276","Healthy",87,2.27722134416639
"IBD.PRJNA398089_MT","SRR5950345","Healthy",123,1.73261872608222
"IBD.PRJNA398089_MT","SRR5949489","Healthy",194,2.22225228347072
"IBD.PRJNA398089_MT","SRR5949133","Healthy",71,1.40942500143145
"IBD.PRJNA398089_MT","SRR5949218","Healthy",191,0.544273263871219
"IBD.PRJNA398089_MT","SRR5949512","Healthy",176,1.2854127504223
"IBD.PRJNA398089_MT","SRR5949335","Healthy",145,0.71236333164296
"IBD.PRJNA398089_MT","SRR5950420","Healthy",139,0.829959754794117
"IBD.PRJNA398089_MT","SRR5950364","Healthy",111,0.200628813415808
"IBD.PRJNA398089_MT","SRR5950384","Healthy",68,0.202978341669845
"IBD.PRJNA398089_MT","SRR5949538","Healthy",32,1.13992273726024
"IBD.PRJNA398089_MT","SRR5949493","Healthy",157,0.808792965014582
"IBD.PRJNA398089_MT","SRR5949138","Healthy",137,2.03177322222133
"IBD.PRJNA398089_MT","SRR5949251","Healthy",147,0.964348180744401
"IBD.PRJNA398089_MT","SRR5950437","UC",84,0.904087006915546
"IBD.PRJNA398089_MT","SRR5950337","UC",81,0.624432614639126
"IBD.PRJNA398089_MT","SRR5950470","UC",73,0.792078785432209
"IBD.PRJNA398089_MT","SRR5950347","UC",138,0.67947744969772
"IBD.PRJNA398089_MT","SRR5950443","UC",124,1.0085528929855
"IBD.PRJNA398089_MT","SRR5949568","UC",134,0.874027981585969
"IBD.PRJNA398089_MT","SRR5949131","UC",36,0.249882064771773
"IBD.PRJNA398089_MT","SRR5949364","UC",93,0.268973973258558
"IBD.PRJNA398089_MT","SRR5949572","UC",86,0.417685402800967
"IBD.PRJNA398089_MT","SRR5949558","UC",84,1.07707440157861
"IBD.PRJNA398089_MT","SRR5949457","UC",75,1.75918869265846
"IBD.PRJNA398089_MT","SRR5950342","UC",94,0.8837164999433
"IBD.PRJNA398089_MT","SRR5950399","UC",114,1.08154025245143
"IBD.PRJNA398089_MT","SRR5950422","UC",146,2.14642070410721
"IBD.PRJNA398089_MT","SRR5950246","UC",73,1.29434517354784
"IBD.PRJNA398089_MT","SRR5950405","UC",134,1.38396875879359
"IBD.PRJNA398089_MT","SRR5950367","UC",125,1.71378680430064
"IBD.PRJNA398089_MT","SRR5950331","UC",115,1.50121647661963
"IBD.PRJNA398089_MT","SRR5950406","UC",31,0.557285833756157
"IBD.PRJNA398089_MT","SRR5950392","UC",126,2.42880912674299
"IBD.PRJNA398089_MT","SRR5950463","UC",114,2.2612670964905
"IBD.PRJNA398089_MT","SRR5949253","UC",79,2.73285189873485
"IBD.PRJNA398089_MT","SRR5949359","UC",81,2.56843769057648
"IBD.PRJNA398089_MT","SRR5949574","UC",69,2.06821096528616
"IBD.PRJNA398089_MT","SRR5949227","UC",68,2.2582326381466
"IBD.PRJNA398089_MT","SRR5949123","UC",106,2.61191293675127
"IBD.PRJNA398089_MT","SRR5949422","UC",99,1.1522900267431
"IBD.PRJNA398089_MT","SRR5949504","UC",104,1.90143588003734
"IBD.PRJNA398089_MT","SRR5950429","UC",241,2.4691799009207
"IBD.PRJNA398089_MT","SRR5949222","UC",183,1.24146403343634
"IBD.PRJNA398089_MT","SRR5949120","UC",212,2.16860787617402
"IBD.PRJNA398089_MT","SRR5949586","UC",172,0.77152579777092
"IBD.PRJNA398089_MT","SRR5950375","UC",152,0.475300030805994
"IBD.PRJNA398089_MT","SRR5950383","UC",148,1.19446006083718
"IBD.PRJNA398089_MT","SRR5950464","UC",169,0.869797433471637
"IBD.PRJNA398089_MT","SRR5950281","UC",122,0.354834655365008
"IBD.PRJNA398089_MT","SRR5949426","Healthy",141,1.82399205896429
"IBD.PRJNA398089_MT","SRR5950398","Healthy",136,1.37019913891619
"IBD.PRJNA398089_MT","SRR5950453","Healthy",112,0.874389979965659
"IBD.PRJNA398089_MT","SRR5950346","Healthy",149,1.4762292093756
"IBD.PRJNA398089_MT","SRR5950362","Healthy",188,1.76531746925089
"IBD.PRJNA398089_MT","SRR5950407","Healthy",210,2.27363938980669
"IBD.PRJNA398089_MT","SRR5950445","Healthy",124,1.0822939355359
"IBD.PRJNA398089_MT","SRR5949252","Healthy",105,2.33570878446441
"IBD.PRJNA398089_MT","SRR5949343","Healthy",100,2.23208054679429
"IBD.PRJNA398089_MT","SRR5949217","Healthy",89,2.01871695255023
"IBD.PRJNA398089_MT","SRR5949527","Healthy",107,2.76265641037664
"IBD.PRJNA398089_MT","SRR5949273","Healthy",143,2.99317290201627
"IBD.PRJNA398089_MT","SRR5949436","Healthy",131,1.96886261295986
"IBD.PRJNA398089_MT","SRR5950467","Healthy",145,0.502438199499443
"IBD.PRJNA398089_MT","SRR5950349","Healthy",138,1.18286421061823
"IBD.PRJNA398089_MT","SRR5949202","Healthy",181,0.477309426075813
"IBD.PRJNA398089_MT","SRR5950428","Healthy",86,0.327869968831844
"IBD.PRJNA398089_MT","SRR5950253","Healthy",160,0.57212659018588
"IBD.PRJNA398089_MT","SRR5950468","Healthy",109,0.793417717034246
"IBD.PRJNA398089_MT","SRR5950280","Healthy",174,2.07179459426546
"IBD.PRJNA398089_MT","SRR5950352","Healthy",102,0.55503166375827
"IBD.PRJNA398089_MT","SRR5950308","Healthy",117,0.433036641150272
"IBD.PRJNA398089_MT","SRR5950313","Healthy",117,0.503630850254092
"IBD.PRJNA398089_MT","SRR5949245","Healthy",95,0.632434533632482
"IBD.PRJNA398089_MT","SRR5950275","Healthy",91,1.15009419203922
"IBD.PRJNA398089_MT","SRR5950410","Healthy",98,1.39418692778866
"IBD.PRJNA398089_MT","SRR5950335","Healthy",153,2.10476587252915
"IBD.PRJNA398089_MT","SRR5950279","Healthy",179,2.28681406836061
"IBD.PRJNA398089_MT","SRR5950348","Healthy",137,1.47020564114892
"IBD.PRJNA398089_MT","SRR5950303","Healthy",113,1.17724488450888
"IBD.PRJNA398089_MT","SRR5949503","Healthy",125,1.31465990630369
"IBD.PRJNA398089_MT","SRR5950435","Healthy",117,1.66727154910624
"IBD.PRJNA398089_MT","SRR5950270","Healthy",145,1.22459769330576
"IBD.PRJNA398089_MT","SRR5950300","Healthy",133,1.48655540856663
"IBD.PRJNA398089_MT","SRR5950442","UC",131,1.22930776615024
"IBD.PRJNA398089_MT","SRR5950309","UC",115,0.791850469198208
"IBD.PRJNA398089_MT","SRR5950295","UC",116,0.952833071515339
"IBD.PRJNA398089_MT","SRR5950312","UC",58,0.445900201770588
"IBD.PRJNA398089_MT","SRR5950454","UC",125,0.869624258707155
"IBD.PRJNA398089_MT","SRR5950368","UC",81,0.418837510198491
"IBD.PRJNA398089_MT","SRR5950416","UC",92,0.668565835711604
"IBD.PRJNA398089_MT","SRR5950461","Healthy",233,1.04046307078618
"IBD.PRJNA398089_MT","SRR5950311","Healthy",191,1.25904014899905
"IBD.PRJNA398089_MT","SRR5949557","Healthy",141,0.661553594796437
"IBD.PRJNA398089_MT","SRR5950315","Healthy",207,1.33968744163171
"IBD.PRJNA398089_MT","SRR5949459","Healthy",192,1.31351532681976
"IBD.PRJNA398089_MT","SRR5950423","Healthy",209,0.792639576681055
"IBD.PRJNA398089_MT","SRR5950390","Healthy",233,1.90982710055089
"IBD.PRJNA398089_MT","SRR5950370","Healthy",188,0.958369689064292
"IBD.PRJNA398089_MT","SRR5950304","Healthy",181,1.32974940738808
"IBD.PRJNA398089_MT","SRR5950294","Healthy",145,0.349913259785493
"IBD.PRJNA398089_MT","SRR5950360","Healthy",103,0.112323300380638
"IBD.PRJNA398089_MT","SRR5950301","Healthy",201,0.630531843028905
"IBD.PRJNA398089_MT","SRR5950329","Healthy",241,1.00358453607668
"IBD.PRJNA398089_MT","SRR5950458","Healthy",271,1.55333121906517
"IBD.PRJNA398089_MT","SRR5950439","Healthy",237,1.29911727418356
"IBD.PRJNA398089_MT","SRR5950291","UC",131,0.534448549184896
"IBD.PRJNA398089_MT","SRR5950254","UC",270,1.22300534395371
"IBD.PRJNA398089_MT","SRR5950334","UC",182,2.11943999408884
"IBD.PRJNA398089_MT","SRR5949254","UC",194,2.54352584787401
"IBD.PRJNA398089_MT","SRR5949219","UC",141,0.770919997771329
"IBD.PRJNA398089_MT","SRR5949460","UC",109,1.08766349469731
"IBD.PRJNA398089_MT","SRR5949608","UC",170,2.73537711269238
"IBD.PRJNA398089_MT","SRR5963913","UC",130,0.643084921371118
"IBD.PRJNA398089_MT","SRR5949550","UC",145,0.988613969864985
"IBD.PRJNA398089_MT","SRR5949340","UC",81,0.683824290452187
"IBD.PRJNA398089_MT","SRR5949399","UC",100,1.48604542646901
