"Datasets","Samples","Group","ExpressedGenes","ShannonDiversity"
"IBD.PRJNA398089_MG","SRR5946726","UC",220,4.33415150123368
"IBD.PRJNA398089_MG","SRR5962907","UC",256,4.47211857801324
"IBD.PRJNA398089_MG","SRR5946717","UC",264,4.55699151604366
"IBD.PRJNA398089_MG","SRR5950597","UC",170,4.18291690026802
"IBD.PRJNA398089_MG","SRR5950684","UC",273,4.32895131576899
"IBD.PRJNA398089_MG","SRR5946636","UC",263,4.35668707526454
"IBD.PRJNA398089_MG","SRR5946705","UC",291,4.36350151071758
"IBD.PRJNA398089_MG","SRR5962885","UC",248,4.27818068831458
"IBD.PRJNA398089_MG","SRR5946732","UC",300,4.67988759378088
"IBD.PRJNA398089_MG","SRR5946738","UC",259,4.20442905367946
"IBD.PRJNA398089_MG","SRR5946809","UC",315,4.63567047663539
"IBD.PRJNA398089_MG","SRR5947067","UC",187,4.4578059824832
"IBD.PRJNA398089_MG","SRR5950522","Healthy",391,4.98049389568297
"IBD.PRJNA398089_MG","SRR5946828","Healthy",274,3.72882127647929
"IBD.PRJNA398089_MG","SRR5950708","Healthy",383,4.84972936539219
"IBD.PRJNA398089_MG","SRR5946640","Healthy",370,5.21994360763583
"IBD.PRJNA398089_MG","SRR5950498","Healthy",346,4.75804044959271
"IBD.PRJNA398089_MG","SRR5946712","Healthy",372,5.12431576596533
"IBD.PRJNA398089_MG","SRR5946708","Healthy",391,5.12933879291183
"IBD.PRJNA398089_MG","SRR5946931","Healthy",332,4.01331373891228
"IBD.PRJNA398089_MG","SRR5947024","Healthy",292,4.15166976959972
"IBD.PRJNA398089_MG","SRR5950582","Healthy",301,4.78664827706651
"IBD.PRJNA398089_MG","SRR5950704","Healthy",360,4.99241017123428
"IBD.PRJNA398089_MG","SRR5946959","Healthy",328,4.09721995773302
"IBD.PRJNA398089_MG","SRR5936082","UC",158,3.66511909143422
"IBD.PRJNA398089_MG","SRR5935835","UC",130,4.19075961631118
"IBD.PRJNA398089_MG","SRR5935943","UC",159,4.0834077304532
"IBD.PRJNA398089_MG","SRR5936219","UC",146,3.72666911377091
"IBD.PRJNA398089_MG","SRR5936237","UC",131,3.83859396867523
"IBD.PRJNA398089_MG","SRR5935751","UC",285,3.90464285362684
"IBD.PRJNA398089_MG","SRR5935996","UC",204,3.67874952742912
"IBD.PRJNA398089_MG","SRR5936153","UC",142,3.60881488752652
"IBD.PRJNA398089_MG","SRR5936053","UC",171,3.866223325686
"IBD.PRJNA398089_MG","SRR5935787","UC",205,4.15264531714411
"IBD.PRJNA398089_MG","SRR5935856","UC",1,0
"IBD.PRJNA398089_MG","SRR5936182","UC",115,3.5868508962225
"IBD.PRJNA398089_MG","SRR5935817","Healthy",240,4.02124013337369
"IBD.PRJNA398089_MG","SRR5946751","Healthy",278,4.59510837723022
"IBD.PRJNA398089_MG","SRR5936052","Healthy",221,3.91739800443393
"IBD.PRJNA398089_MG","SRR5936112","Healthy",254,4.09500959901479
"IBD.PRJNA398089_MG","SRR5946788","Healthy",273,4.63305226914085
"IBD.PRJNA398089_MG","SRR5935876","Healthy",295,3.80463547230245
"IBD.PRJNA398089_MG","SRR5946851","Healthy",321,4.07681194085234
"IBD.PRJNA398089_MG","SRR5947000","Healthy",300,3.85482340880561
"IBD.PRJNA398089_MG","SRR5935976","Healthy",246,3.95938836092355
"IBD.PRJNA398089_MG","SRR5936084","Healthy",266,4.56888045296564
"IBD.PRJNA398089_MG","SRR5935916","Healthy",266,3.87483209964053
"IBD.PRJNA398089_MG","SRR5935749","Healthy",186,3.54849638787351
"IBD.PRJNA398089_MG","SRR5947097","Healthy",266,3.91467804260507
"IBD.PRJNA398089_MG","SRR5935995","Healthy",285,4.30064203522219
"IBD.PRJNA398089_MG","SRR5946652","Healthy",247,4.59344627403806
"IBD.PRJNA398089_MG","SRR5935985","Healthy",185,4.15489795126542
"IBD.PRJNA398089_MG","SRR5946846","Healthy",261,4.70115646457837
"IBD.PRJNA398089_MG","SRR5936081","Healthy",236,4.40138756643386
"IBD.PRJNA398089_MG","SRR5946772","Healthy",210,4.69144042501916
"IBD.PRJNA398089_MG","SRR5935795","Healthy",226,4.3927829794354
"IBD.PRJNA398089_MG","SRR5935827","Healthy",248,4.42894264469116
"IBD.PRJNA398089_MG","SRR5935850","Healthy",298,4.64140802163169
"IBD.PRJNA398089_MG","SRR5935912","Healthy",236,4.55285154330697
"IBD.PRJNA398089_MG","SRR5935784","Healthy",259,4.44441805914879
"IBD.PRJNA398089_MG","SRR5946911","Healthy",221,4.15522064107123
"IBD.PRJNA398089_MG","SRR5935812","Healthy",230,4.62880369886093
"IBD.PRJNA398089_MG","SRR5936035","Healthy",287,4.69165746817532
"IBD.PRJNA398089_MG","SRR5935810","Healthy",369,4.16162901373133
"IBD.PRJNA398089_MG","SRR5946876","Healthy",399,4.70156727775938
"IBD.PRJNA398089_MG","SRR5946747","Healthy",433,4.87910990217673
"IBD.PRJNA398089_MG","SRR5936238","Healthy",252,3.6287334971415
"IBD.PRJNA398089_MG","SRR5946867","Healthy",445,5.10429975705999
"IBD.PRJNA398089_MG","SRR5935793","Healthy",246,5.00679475219261
"IBD.PRJNA398089_MG","SRR5946791","Healthy",380,4.9328836164494
"IBD.PRJNA398089_MG","SRR5946817","Healthy",351,4.42880203254102
"IBD.PRJNA398089_MG","SRR5946930","Healthy",378,4.81622456820513
"IBD.PRJNA398089_MG","SRR5946847","Healthy",398,4.90588040873464
"IBD.PRJNA398089_MG","SRR5935833","Healthy",350,4.18505694833953
"IBD.PRJNA398089_MG","SRR5936115","Healthy",384,5.03120755798484
"IBD.PRJNA398089_MG","SRR5946776","Healthy",386,4.58728036633764
"IBD.PRJNA398089_MG","SRR5935989","Healthy",312,3.97926020769191
"IBD.PRJNA398089_MG","SRR5950520","Healthy",394,4.7818106492102
"IBD.PRJNA398089_MG","SRR5935914","Healthy",358,4.14957598720814
"IBD.PRJNA398089_MG","SRR5946985","Healthy",401,4.57224908919823
"IBD.PRJNA398089_MG","SRR5935938","Healthy",375,4.18456052418031
"IBD.PRJNA398089_MG","SRR5946671","Healthy",346,5.10952043431986
"IBD.PRJNA398089_MG","SRR5946921","Healthy",406,4.88336582735683
"IBD.PRJNA398089_MG","SRR5946760","Healthy",409,4.81373051985476
"IBD.PRJNA398089_MG","SRR5946628","Healthy",311,3.94237724152041
"IBD.PRJNA398089_MG","SRR5947048","Healthy",264,4.56493387556008
"IBD.PRJNA398089_MG","SRR5936191","Healthy",358,4.74523093625561
"IBD.PRJNA398089_MG","SRR5935970","Healthy",352,4.99969633900349
"IBD.PRJNA398089_MG","SRR5936095","Healthy",352,4.9207472655416
"IBD.PRJNA398089_MG","SRR5950531","Healthy",363,4.96521822543076
"IBD.PRJNA398089_MG","SRR5936099","Healthy",361,4.94109588789955
"IBD.PRJNA398089_MG","SRR5935774","Healthy",328,4.32435625332551
"IBD.PRJNA398089_MG","SRR5962906","Healthy",291,4.4097490416164
"IBD.PRJNA398089_MG","SRR5946966","Healthy",357,4.38908997693384
"IBD.PRJNA398089_MG","SRR5936231","Healthy",371,4.74644284676101
"IBD.PRJNA398089_MG","SRR5935892","Healthy",188,3.79335137636738
"IBD.PRJNA398089_MG","SRR5946987","Healthy",304,4.56047895505191
"IBD.PRJNA398089_MG","SRR5935866","Healthy",339,4.59863926398044
"IBD.PRJNA398089_MG","SRR5936013","Healthy",357,4.04869258390019
"IBD.PRJNA398089_MG","SRR5946777","Healthy",333,4.49999510228918
"IBD.PRJNA398089_MG","SRR5936195","Healthy",358,4.67843684235598
"IBD.PRJNA398089_MG","SRR5950571","Healthy",319,4.77287453785165
"IBD.PRJNA398089_MG","SRR5935825","Healthy",386,4.95831889603114
"IBD.PRJNA398089_MG","SRR5946626","Healthy",421,4.90436721676553
"IBD.PRJNA398089_MG","SRR5946880","Healthy",382,4.82151969875623
"IBD.PRJNA398089_MG","SRR5935963","Healthy",443,5.08761664564481
"IBD.PRJNA398089_MG","SRR5946787","Healthy",314,3.9093652460501
"IBD.PRJNA398089_MG","SRR5935968","Healthy",244,4.3976293676942
"IBD.PRJNA398089_MG","SRR5935975","Healthy",273,4.5591298762692
"IBD.PRJNA398089_MG","SRR5947028","Healthy",242,4.2809780505126
"IBD.PRJNA398089_MG","SRR5936143","Healthy",253,4.43584123117775
"IBD.PRJNA398089_MG","SRR5950686","Healthy",281,4.60011304619887
"IBD.PRJNA398089_MG","SRR5946981","Healthy",306,4.79193427634247
"IBD.PRJNA398089_MG","SRR5935984","Healthy",230,4.30433663142595
"IBD.PRJNA398089_MG","SRR5946682","Healthy",283,4.56855430087641
"IBD.PRJNA398089_MG","SRR5946651","Healthy",254,4.3989629309418
"IBD.PRJNA398089_MG","SRR5936118","Healthy",268,4.47216193467196
"IBD.PRJNA398089_MG","SRR5950759","Healthy",267,4.47591929108162
"IBD.PRJNA398089_MG","SRR5936058","Healthy",342,4.49523488963212
"IBD.PRJNA398089_MG","SRR5936097","Healthy",397,4.9725151924378
"IBD.PRJNA398089_MG","SRR5936105","Healthy",402,4.92404581568371
"IBD.PRJNA398089_MG","SRR5950652","Healthy",309,4.58735766137809
"IBD.PRJNA398089_MG","SRR5950733","Healthy",324,4.74031048680849
"IBD.PRJNA398089_MG","SRR5946971","Healthy",380,4.89306893827614
"IBD.PRJNA398089_MG","SRR5935740","Healthy",344,4.8038260736154
"IBD.PRJNA398089_MG","SRR5946803","Healthy",304,4.58836005691859
"IBD.PRJNA398089_MG","SRR5946895","Healthy",264,3.93766574002224
"IBD.PRJNA398089_MG","SRR5935981","Healthy",352,4.85404710631686
"IBD.PRJNA398089_MG","SRR5936132","Healthy",385,5.05690276299131
"IBD.PRJNA398089_MG","SRR5946818","Healthy",415,5.04637655523054
"IBD.PRJNA398089_MG","SRR5936020","Healthy",369,4.62390749817282
"IBD.PRJNA398089_MG","SRR5950732","UC",294,4.61575310549318
"IBD.PRJNA398089_MG","SRR5950767","UC",374,4.76489673105197
"IBD.PRJNA398089_MG","SRR5950532","UC",331,4.60447795014898
"IBD.PRJNA398089_MG","SRR5935926","UC",358,4.66828686255501
"IBD.PRJNA398089_MG","SRR5935978","UC",304,4.78836174120429
"IBD.PRJNA398089_MG","SRR5950736","UC",315,4.85898513098274
"IBD.PRJNA398089_MG","SRR5947082","UC",462,4.9725562028633
"IBD.PRJNA398089_MG","SRR5946929","UC",396,4.17485427514589
"IBD.PRJNA398089_MG","SRR5950499","UC",284,3.81710957761164
"IBD.PRJNA398089_MG","SRR5946785","UC",328,4.95694455741217
"IBD.PRJNA398089_MG","SRR5946962","UC",313,4.31820608314
"IBD.PRJNA398089_MG","SRR5950779","UC",305,3.53537078215617
"IBD.PRJNA398089_MG","SRR5950538","UC",305,4.35122315414955
"IBD.PRJNA398089_MG","SRR5935884","UC",375,4.78315370949024
"IBD.PRJNA398089_MG","SRR5947011","UC",361,4.56744907149498
"IBD.PRJNA398089_MG","SRR5936064","UC",342,4.67424940961218
"IBD.PRJNA398089_MG","SRR5962898","UC",306,4.6702616993364
"IBD.PRJNA398089_MG","SRR5950758","UC",340,4.63192060792853
"IBD.PRJNA398089_MG","SRR5935799","UC",341,4.766994652432
"IBD.PRJNA398089_MG","SRR5936140","UC",364,4.56879614084385
"IBD.PRJNA398089_MG","SRR5950630","UC",388,4.82220430923846
"IBD.PRJNA398089_MG","SRR5946848","UC",142,4.20010201047174
"IBD.PRJNA398089_MG","SRR5936199","UC",206,4.09983673463442
"IBD.PRJNA398089_MG","SRR5935777","UC",181,4.06663297421348
"IBD.PRJNA398089_MG","SRR5935923","UC",205,4.34644779493733
"IBD.PRJNA398089_MG","SRR5935898","UC",204,4.3818014964334
"IBD.PRJNA398089_MG","SRR5946968","UC",214,4.47007773430088
"IBD.PRJNA398089_MG","SRR5947080","UC",124,3.99520806050484
"IBD.PRJNA398089_MG","SRR5946733","UC",187,3.89860019263053
"IBD.PRJNA398089_MG","SRR5946927","UC",186,4.26617962846363
"IBD.PRJNA398089_MG","SRR5947021","UC",148,3.86567733018101
"IBD.PRJNA398089_MG","SRR5946679","UC",157,3.7992472120929
"IBD.PRJNA398089_MG","SRR5946655","UC",53,3.58663720659983
"IBD.PRJNA398089_MG","SRR5947064","UC",149,4.01319135304676
"IBD.PRJNA398089_MG","SRR5947073","UC",154,3.99461810055874
"IBD.PRJNA398089_MG","SRR5950746","UC",149,3.88192498439888
"IBD.PRJNA398089_MG","SRR5946720","UC",71,3.71413528598869
"IBD.PRJNA398089_MG","SRR5936026","UC",186,3.77790384094092
"IBD.PRJNA398089_MG","SRR5935800","UC",205,3.84725830407859
"IBD.PRJNA398089_MG","SRR5935988","UC",226,3.59062874519183
"IBD.PRJNA398089_MG","SRR5935750","UC",162,3.48622009081871
"IBD.PRJNA398089_MG","SRR5962900","UC",164,3.42642737349795
"IBD.PRJNA398089_MG","SRR5935954","UC",209,3.98826146917216
"IBD.PRJNA398089_MG","SRR5936092","UC",181,4.01372348544604
"IBD.PRJNA398089_MG","SRR5936167","UC",202,4.01037083583084
"IBD.PRJNA398089_MG","SRR5946638","UC",279,4.72554883637108
"IBD.PRJNA398089_MG","SRR5935741","UC",302,4.60928347778593
"IBD.PRJNA398089_MG","SRR5935950","UC",308,4.68020134961733
"IBD.PRJNA398089_MG","SRR5935782","UC",289,4.54330866018592
"IBD.PRJNA398089_MG","SRR5936152","UC",265,4.37632109099043
"IBD.PRJNA398089_MG","SRR5947066","UC",226,4.65502517026787
"IBD.PRJNA398089_MG","SRR5947071","UC",252,4.52836778075389
"IBD.PRJNA398089_MG","SRR5962908","UC",227,4.54767621027033
"IBD.PRJNA398089_MG","SRR5946722","UC",269,4.60219623983269
"IBD.PRJNA398089_MG","SRR5946701","Healthy",264,4.06719254842487
"IBD.PRJNA398089_MG","SRR5935872","Healthy",217,3.6676331620096
"IBD.PRJNA398089_MG","SRR5950563","Healthy",228,4.28642135106993
"IBD.PRJNA398089_MG","SRR5950602","Healthy",219,4.04142905635215
"IBD.PRJNA398089_MG","SRR5935849","Healthy",276,4.12736468914624
"IBD.PRJNA398089_MG","SRR5950735","Healthy",232,3.92044748931721
"IBD.PRJNA398089_MG","SRR5946866","Healthy",254,4.63892316901809
"IBD.PRJNA398089_MG","SRR5950549","Healthy",219,3.84761935253852
"IBD.PRJNA398089_MG","SRR5950584","Healthy",248,4.09020652286843
"IBD.PRJNA398089_MG","SRR5946808","Healthy",219,4.25646927049975
"IBD.PRJNA398089_MG","SRR5947022","Healthy",258,4.56437883621566
"IBD.PRJNA398089_MG","SRR5936019","Healthy",215,3.95252823249952
"IBD.PRJNA398089_MG","SRR5950697","Healthy",222,4.67203541182569
"IBD.PRJNA398089_MG","SRR5946670","Healthy",313,4.61701355633989
"IBD.PRJNA398089_MG","SRR5950658","Healthy",288,4.86414393112429
"IBD.PRJNA398089_MG","SRR5950783","Healthy",292,4.80976058039814
"IBD.PRJNA398089_MG","SRR5946952","Healthy",281,4.82126762309019
"IBD.PRJNA398089_MG","SRR5936198","Healthy",197,3.82828238955034
"IBD.PRJNA398089_MG","SRR5936056","Healthy",233,4.00471785131614
"IBD.PRJNA398089_MG","SRR5936137","Healthy",200,3.96552858803236
"IBD.PRJNA398089_MG","SRR5935971","Healthy",268,4.3858301747043
"IBD.PRJNA398089_MG","SRR5936098","Healthy",266,4.00280512665182
"IBD.PRJNA398089_MG","SRR5950506","Healthy",278,3.82841873549769
"IBD.PRJNA398089_MG","SRR5935843","Healthy",275,4.54426557404797
"IBD.PRJNA398089_MG","SRR5950702","Healthy",305,4.6681502564099
"IBD.PRJNA398089_MG","SRR5947069","Healthy",242,4.75239888308127
"IBD.PRJNA398089_MG","SRR5950519","Healthy",245,4.67188398857448
"IBD.PRJNA398089_MG","SRR5946831","Healthy",340,4.89063597743144
"IBD.PRJNA398089_MG","SRR5947029","Healthy",183,4.09123854647492
"IBD.PRJNA398089_MG","SRR5947032","Healthy",255,4.82461536567093
"IBD.PRJNA398089_MG","SRR5935924","Healthy",240,4.27016515311052
"IBD.PRJNA398089_MG","SRR5950690","Healthy",276,4.54469309306007
"IBD.PRJNA398089_MG","SRR5947081","Healthy",273,4.57764935926629
"IBD.PRJNA398089_MG","SRR5950696","Healthy",183,3.73196012102395
"IBD.PRJNA398089_MG","SRR5947070","Healthy",181,4.08655141437965
"IBD.PRJNA398089_MG","SRR5946725","Healthy",238,4.05156200258348
"IBD.PRJNA398089_MG","SRR5950593","Healthy",191,4.29146128572609
"IBD.PRJNA398089_MG","SRR5946829","Healthy",198,4.17420863460377
"IBD.PRJNA398089_MG","SRR5946825","Healthy",202,4.43423117524799
"IBD.PRJNA398089_MG","SRR5935773","Healthy",208,4.29703277162219
"IBD.PRJNA398089_MG","SRR5946713","Healthy",222,4.4846895871237
"IBD.PRJNA398089_MG","SRR5962902","Healthy",184,4.2694751846972
"IBD.PRJNA398089_MG","SRR5950726","Healthy",188,4.27060356597805
"IBD.PRJNA398089_MG","SRR5950727","Healthy",194,4.15228975833856
"IBD.PRJNA398089_MG","SRR5946737","Healthy",212,4.01428755060318
"IBD.PRJNA398089_MG","SRR5946672","Healthy",198,4.15075648730492
"IBD.PRJNA398089_MG","SRR5947019","Healthy",279,4.51895425258896
"IBD.PRJNA398089_MG","SRR5950784","Healthy",290,4.86095094996257
"IBD.PRJNA398089_MG","SRR5946723","Healthy",257,4.70350070056974
"IBD.PRJNA398089_MG","SRR5950769","Healthy",273,4.4803306784777
"IBD.PRJNA398089_MG","SRR5950518","Healthy",282,4.9002071043117
"IBD.PRJNA398089_MG","SRR5946834","Healthy",247,4.46010920406205
"IBD.PRJNA398089_MG","SRR5936168","Healthy",243,4.39283810425334
"IBD.PRJNA398089_MG","SRR5946707","Healthy",313,4.73267798966867
"IBD.PRJNA398089_MG","SRR5950524","Healthy",247,4.35334873016055
"IBD.PRJNA398089_MG","SRR5935929","Healthy",242,4.06021746564112
"IBD.PRJNA398089_MG","SRR5950689","Healthy",261,4.65090827349168
"IBD.PRJNA398089_MG","SRR5946731","Healthy",259,4.7260549719639
"IBD.PRJNA398089_MG","SRR5946925","Healthy",274,4.46830519572156
"IBD.PRJNA398089_MG","SRR5947056","UC",8,1.97920451743432
"IBD.PRJNA398089_MG","SRR5950785","UC",153,4.0919940328896
"IBD.PRJNA398089_MG","SRR5946961","UC",193,4.27766147133561
"IBD.PRJNA398089_MG","SRR5950742","UC",173,4.2329131356327
"IBD.PRJNA398089_MG","SRR5950599","UC",307,4.88949804774254
"IBD.PRJNA398089_MG","SRR5950626","UC",155,4.31611795469286
"IBD.PRJNA398089_MG","SRR5946892","UC",225,4.39633121642268
"IBD.PRJNA398089_MG","SRR5950558","UC",149,4.19812780084047
"IBD.PRJNA398089_MG","SRR5946630","UC",206,4.56313805874123
"IBD.PRJNA398089_MG","SRR5950705","UC",189,4.53102055322022
"IBD.PRJNA398089_MG","SRR5946714","UC",154,4.09825549631332
"IBD.PRJNA398089_MG","SRR5950651","UC",156,4.0688811436249
"IBD.PRJNA398089_MG","SRR5946862","UC",208,4.36501866825201
"IBD.PRJNA398089_MG","SRR5950792","UC",145,4.39063574903149
"IBD.PRJNA398089_MG","SRR5950617","UC",182,3.99154940062502
"IBD.PRJNA398089_MG","SRR5947025","UC",146,4.29184470441938
"IBD.PRJNA398089_MG","SRR5950701","UC",171,4.34451376878565
"IBD.PRJNA398089_MG","SRR5946903","UC",219,4.30529418220432
"IBD.PRJNA398089_MG","SRR5936197","Healthy",269,4.25543570398398
"IBD.PRJNA398089_MG","SRR5950581","Healthy",296,4.90674456619112
"IBD.PRJNA398089_MG","SRR5950699","Healthy",328,5.04915633604064
"IBD.PRJNA398089_MG","SRR5950660","Healthy",277,4.89183340003965
"IBD.PRJNA398089_MG","SRR5947072","Healthy",331,4.9036347756536
"IBD.PRJNA398089_MG","SRR5950747","Healthy",277,4.87284892032444
"IBD.PRJNA398089_MG","SRR5950489","Healthy",304,4.91049782655568
"IBD.PRJNA398089_MG","SRR5950515","Healthy",286,4.74084923409709
"IBD.PRJNA398089_MG","SRR5950512","Healthy",323,4.98430934248569
"IBD.PRJNA398089_MG","SRR5950598","Healthy",311,4.66254791355001
"IBD.PRJNA398089_MG","SRR5946889","Healthy",379,4.99231021150739
"IBD.PRJNA398089_MG","SRR5935778","Healthy",284,4.58509945088546
"IBD.PRJNA398089_MG","SRR5950559","Healthy",331,4.99573648618524
"IBD.PRJNA398089_MG","SRR5950561","Healthy",312,4.97850605087376
"IBD.PRJNA398089_MG","SRR5950711","Healthy",337,4.87360651526574
"IBD.PRJNA398089_MG","SRR5950706","Healthy",293,4.88502168944731
"IBD.PRJNA398089_MG","SRR5946711","Healthy",311,4.99397151482559
"IBD.PRJNA398089_MG","SRR5950693","Healthy",307,4.69375623703677
"IBD.PRJNA398089_MG","SRR5946969","Healthy",309,4.68961393535939
"IBD.PRJNA398089_MG","SRR5950491","Healthy",260,4.50599401486357
"IBD.PRJNA398089_MG","SRR5950545","Healthy",283,4.86556529891924
"IBD.PRJNA398089_MG","SRR5946923","Healthy",353,4.96596305386723
"IBD.PRJNA398089_MG","SRR5946905","Healthy",366,4.98162000278011
"IBD.PRJNA398089_MG","SRR5946924","Healthy",304,4.71483376944716
"IBD.PRJNA398089_MG","SRR5950594","Healthy",248,4.48332343392088
"IBD.PRJNA398089_MG","SRR5946891","Healthy",279,4.56047475200309
"IBD.PRJNA398089_MG","SRR5946632","Healthy",267,4.80903983767105
"IBD.PRJNA398089_MG","SRR5946844","Healthy",227,4.10392881245593
"IBD.PRJNA398089_MG","SRR5947057","Healthy",171,3.8534605764547
"IBD.PRJNA398089_MG","SRR5947017","Healthy",314,4.59713057614614
"IBD.PRJNA398089_MG","SRR5950664","Healthy",253,4.65737619426609
"IBD.PRJNA398089_MG","SRR5946958","Healthy",319,4.88526569143331
"IBD.PRJNA398089_MG","SRR5946955","Healthy",309,4.59519202834285
"IBD.PRJNA398089_MG","SRR5950745","Healthy",312,4.63906931757902
"IBD.PRJNA398089_MG","SRR5950560","UC",387,5.13205431407829
"IBD.PRJNA398089_MG","SRR5946637","UC",328,4.82354863240502
"IBD.PRJNA398089_MG","SRR5946709","UC",392,5.1186470645549
"IBD.PRJNA398089_MG","SRR5947018","UC",384,5.01146565546356
"IBD.PRJNA398089_MG","SRR5950700","UC",350,4.93531509685309
"IBD.PRJNA398089_MG","SRR5950748","UC",297,4.70905821484222
"IBD.PRJNA398089_MG","SRR5946832","UC",363,5.01694828812836
"IBD.PRJNA398089_MG","SRR5935961","UC",196,4.60513624251744
"IBD.PRJNA398089_MG","SRR5936024","UC",289,4.61658560933598
"IBD.PRJNA398089_MG","SRR5950641","UC",253,4.68618571882127
"IBD.PRJNA398089_MG","SRR5935994","UC",275,4.75973993220677
"IBD.PRJNA398089_MG","SRR5950624","UC",1,0
"IBD.PRJNA398089_MG","SRR5935775","UC",233,4.35685096316361
"IBD.PRJNA398089_MG","SRR5936034","UC",231,4.32032770634174
"IBD.PRJNA398089_MG","SRR5936047","UC",209,3.98777145793533
"IBD.PRJNA398089_MG","SRR5946697","UC",224,4.24089849501067
"IBD.PRJNA398089_MG","SRR5946951","UC",214,4.26258499348251
"IBD.PRJNA398089_MG","SRR5946990","UC",301,4.33843575077742
"IBD.PRJNA398089_MG","SRR5946939","UC",241,4.28099928862579
"IBD.PRJNA398089_MG","SRR5946850","UC",197,4.22272910307819
"IBD.PRJNA398089_MG","SRR5946643","UC",248,4.44462396531687
"IBD.PRJNA398089_MG","SRR5936194","UC",171,4.05109777215141
"IBD.PRJNA398089_MG","SRR5950685","UC",162,4.0110654777743
"IBD.PRJNA398089_MG","SRR5950670","UC",155,4.0107971073381
"IBD.PRJNA398089_MG","SRR5950741","UC",1,0
"IBD.PRJNA398089_MG","SRR5936093","UC",162,3.90710001387735
"IBD.PRJNA398089_MG","SRR5950505","UC",170,3.89615464523535
"IBD.PRJNA398089_MG","SRR5950529","UC",1,0
"IBD.PRJNA398089_MG","SRR5950608","UC",183,3.91614731408165
"IBD.PRJNA398089_MG","SRR5936150","UC",166,3.91511471073019
"IBD.PRJNA398089_MG","SRR5946977","UC",141,3.98587462021805
"IBD.PRJNA398089_MG","SRR5936057","UC",172,4.21353343140063
"IBD.PRJNA398089_MG","SRR5950724","UC",194,4.3317693101108
"IBD.PRJNA398089_MG","SRR5950494","UC",203,4.22749581414047
"IBD.PRJNA398089_MG","SRR5950588","UC",109,3.93659808447251
"IBD.PRJNA398089_MG","SRR5950615","UC",21,2.65892083743444
"IBD.PRJNA398089_MG","SRR5946661","UC",96,3.79513355137626
"IBD.PRJNA398089_MG","SRR5946950","UC",159,4.26459495363261
"IBD.PRJNA398089_MG","SRR5935789","UC",94,4.02986747428083
"IBD.PRJNA398089_MG","SRR5946936","UC",183,3.97631425785666
"IBD.PRJNA398089_MG","SRR5946728","UC",2,0.693147180559945
"IBD.PRJNA398089_MG","SRR5935864","UC",196,4.36419992357891
"IBD.PRJNA398089_MG","SRR5946796","UC",200,4.1066105502931
"IBD.PRJNA398089_MG","SRR5946684","Healthy",260,4.53538910611114
"IBD.PRJNA398089_MG","SRR5950511","Healthy",297,4.64470829607062
"IBD.PRJNA398089_MG","SRR5935771","Healthy",368,5.19694859660092
"IBD.PRJNA398089_MG","SRR5946861","Healthy",341,4.92487789111179
"IBD.PRJNA398089_MG","SRR5950550","Healthy",327,4.9949785470553
"IBD.PRJNA398089_MG","SRR5946623","Healthy",258,4.20613099185776
"IBD.PRJNA398089_MG","SRR5946608","Healthy",288,4.36337409309387
"IBD.PRJNA398089_MG","SRR5947012","Healthy",239,4.56156148691154
"IBD.PRJNA398089_MG","SRR5946681","Healthy",291,4.38752957487778
"IBD.PRJNA398089_MG","SRR5950777","Healthy",273,3.44399413337891
"IBD.PRJNA398089_MG","SRR5935820","Healthy",304,4.7254670656153
"IBD.PRJNA398089_MG","SRR5946967","Healthy",214,3.25079963932992
"IBD.PRJNA398089_MG","SRR5950547","Healthy",292,3.61033014943295
"IBD.PRJNA398089_MG","SRR5936204","Healthy",315,3.67064757948429
"IBD.PRJNA398089_MG","SRR5936201","Healthy",304,3.50200875140911
"IBD.PRJNA398089_MG","SRR5946704","Healthy",343,4.66943990508672
"IBD.PRJNA398089_MG","SRR5946800","Healthy",308,3.45866448542126
"IBD.PRJNA398089_MG","SRR5935781","Healthy",231,3.33630009472875
"IBD.PRJNA398089_MG","SRR5946618","Healthy",124,3.99482343524817
"IBD.PRJNA398089_MG","SRR5935951","Healthy",212,3.61418295645766
"IBD.PRJNA398089_MG","SRR5935840","Healthy",211,3.91407001850981
"IBD.PRJNA398089_MG","SRR5936169","Healthy",154,3.4055193658531
"IBD.PRJNA398089_MG","SRR5936103","Healthy",162,3.43735816852142
"IBD.PRJNA398089_MG","SRR5947035","Healthy",198,3.73676851030834
"IBD.PRJNA398089_MG","SRR5950654","Healthy",150,3.57815022100808
"IBD.PRJNA398089_MG","SRR5935836","Healthy",156,3.75756563688305
"IBD.PRJNA398089_MG","SRR5946970","Healthy",259,4.42190252860112
"IBD.PRJNA398089_MG","SRR5947077","Healthy",281,4.48143429386023
"IBD.PRJNA398089_MG","SRR5946735","Healthy",179,4.01829532230066
"IBD.PRJNA398089_MG","SRR5950621","Healthy",196,3.85377014449681
"IBD.PRJNA398089_MG","SRR5946806","Healthy",166,3.38125905931658
"IBD.PRJNA398089_MG","SRR5946676","Healthy",216,3.94105223934577
"IBD.PRJNA398089_MG","SRR5946610","Healthy",174,3.58891303791901
"IBD.PRJNA398089_MG","SRR5962904","Healthy",172,3.59199910061153
"IBD.PRJNA398089_MG","SRR5946896","Healthy",190,3.9137903647309
"IBD.PRJNA398089_MG","SRR5946647","Healthy",117,4.17560846021208
